DriverID,Year,Tracks,Team,Ranking,LapTime
22,2016,Red Bull Ring,Haas,13,74.1
1,2016,Zandvoort,Mercedes,1,63.04
2,2016,Zandvoort,Mercedes,3,64.04
3,2016,Zandvoort,Red Bull,7,66.04
4,2016,Zandvoort,Red Bull,5,65.04
5,2016,Zandvoort,Ferrari,12,68.54
6,2016,Zandvoort,Ferrari,4,64.54
7,2016,Zandvoort,Aston Martin,13,69.04
8,2016,Zandvoort,Aston Martin,21,73.04
9,2016,Zandvoort,McLaren,2,63.54
10,2016,Zandvoort,McLaren,19,72.04
11,2016,Zandvoort,Alpine,20,72.54
12,2016,Zandvoort,Alpine,17,71.04
13,2016,Zandvoort,Alfa Romeo,16,70.54
14,2016,Zandvoort,Alfa Romeo,11,68.04
15,2016,Zandvoort,Haas,18,71.54
16,2016,Zandvoort,Haas,22,73.54
17,2016,Zandvoort,AlphaTauri,8,66.54
18,2016,Zandvoort,AlphaTauri,10,67.54
19,2016,Zandvoort,Williams,14,69.54
20,2016,Zandvoort,Williams,15,70.04
21,2016,Zandvoort,AlphaTauri,6,65.54
22,2016,Zandvoort,Haas,9,67.04
1,2016,Imola,Mercedes,16,85.35
2,2016,Imola,Mercedes,13,83.85
3,2016,Imola,Red Bull,7,80.85
4,2016,Imola,Red Bull,8,81.35
5,2016,Imola,Ferrari,6,80.35
6,2016,Imola,Ferrari,22,88.35
7,2016,Imola,Aston Martin,21,87.85
8,2016,Imola,Aston Martin,11,82.85
9,2016,Imola,McLaren,4,79.35
10,2016,Imola,McLaren,15,84.85
11,2016,Imola,Alpine,14,84.35
12,2016,Imola,Alpine,10,82.35
13,2016,Imola,Alfa Romeo,9,81.85
14,2016,Imola,Alfa Romeo,5,79.85
15,2016,Imola,Haas,19,86.85
16,2016,Imola,Haas,1,77.85
17,2016,Imola,AlphaTauri,3,78.85
18,2016,Imola,AlphaTauri,18,86.35
19,2016,Imola,Williams,12,83.35
20,2016,Imola,Williams,20,87.35
21,2016,Imola,AlphaTauri,17,85.85
22,2016,Imola,Haas,2,78.35
1,2016,Hockenheim,Mercedes,10,68.68
2,2016,Hockenheim,Mercedes,14,70.68
3,2016,Hockenheim,Red Bull,11,69.18
4,2016,Hockenheim,Red Bull,9,68.18
5,2016,Hockenheim,Ferrari,8,67.68
6,2016,Hockenheim,Ferrari,20,73.68
7,2016,Hockenheim,Aston Martin,7,67.18
8,2016,Hockenheim,Aston Martin,4,65.68
9,2016,Hockenheim,McLaren,21,74.18
10,2016,Hockenheim,McLaren,2,64.68
11,2016,Hockenheim,Alpine,15,71.18
12,2016,Hockenheim,Alpine,6,66.68
13,2016,Hockenheim,Alfa Romeo,12,69.68
14,2016,Hockenheim,Alfa Romeo,13,70.18
15,2016,Hockenheim,Haas,3,65.18
16,2016,Hockenheim,Haas,16,71.68
17,2016,Hockenheim,AlphaTauri,17,72.18
18,2016,Hockenheim,AlphaTauri,19,73.18
19,2016,Hockenheim,Williams,5,66.18
20,2016,Hockenheim,Williams,18,72.68
21,2016,Hockenheim,AlphaTauri,22,74.68
22,2016,Hockenheim,Haas,1,64.18
1,2016,Marina Bay,Mercedes,20,83.84
2,2016,Marina Bay,Mercedes,5,76.34
3,2016,Marina Bay,Red Bull,12,79.84
4,2016,Marina Bay,Red Bull,1,74.34
5,2016,Marina Bay,Ferrari,15,81.34
6,2016,Marina Bay,Ferrari,7,77.34
7,2016,Marina Bay,Aston Martin,3,75.34
8,2016,Marina Bay,Aston Martin,14,80.84
9,2016,Marina Bay,McLaren,18,82.84
10,2016,Marina Bay,McLaren,8,77.84
11,2016,Marina Bay,Alpine,9,78.34
12,2016,Marina Bay,Alpine,13,80.34
13,2016,Marina Bay,Alfa Romeo,2,74.84
14,2016,Marina Bay,Alfa Romeo,17,82.34
15,2016,Marina Bay,Haas,19,83.34
16,2016,Marina Bay,Haas,6,76.84
17,2016,Marina Bay,AlphaTauri,11,79.34
18,2016,Marina Bay,AlphaTauri,21,84.34
19,2016,Marina Bay,Williams,10,78.84
20,2016,Marina Bay,Williams,16,81.84
21,2016,Marina Bay,AlphaTauri,4,75.84
22,2016,Marina Bay,Haas,22,84.84
1,2016,Albert Park,Mercedes,16,83.88
2,2016,Albert Park,Mercedes,18,84.88
3,2016,Albert Park,Red Bull,22,86.88
4,2016,Albert Park,Red Bull,5,78.38
5,2016,Albert Park,Ferrari,11,81.38
6,2016,Albert Park,Ferrari,10,80.88
7,2016,Albert Park,Aston Martin,12,81.88
8,2016,Albert Park,Aston Martin,21,86.38
9,2016,Albert Park,McLaren,19,85.38
10,2016,Albert Park,McLaren,20,85.88
11,2016,Albert Park,Alpine,1,76.38
12,2016,Albert Park,Alpine,7,79.38
13,2016,Albert Park,Alfa Romeo,3,77.38
14,2016,Albert Park,Alfa Romeo,15,83.38
15,2016,Albert Park,Haas,17,84.38
16,2016,Albert Park,Haas,9,80.38
17,2016,Albert Park,AlphaTauri,6,78.88
18,2016,Albert Park,AlphaTauri,4,77.88
19,2016,Albert Park,Williams,8,79.88
20,2016,Albert Park,Williams,14,82.88
21,2016,Albert Park,AlphaTauri,2,76.88
22,2016,Albert Park,Haas,13,82.38
1,2016,Circuit of the Americas,Mercedes,7,78.41
2,2016,Circuit of the Americas,Mercedes,14,81.91
3,2016,Circuit of the Americas,Red Bull,17,83.41
4,2016,Circuit of the Americas,Red Bull,21,85.41
5,2016,Circuit of the Americas,Ferrari,11,80.41
6,2016,Circuit of the Americas,Ferrari,10,79.91
7,2016,Circuit of the Americas,Aston Martin,5,77.41
8,2016,Circuit of the Americas,Aston Martin,15,82.41
9,2016,Circuit of the Americas,McLaren,6,77.91
10,2016,Circuit of the Americas,McLaren,20,84.91
11,2016,Circuit of the Americas,Alpine,13,81.41
12,2016,Circuit of the Americas,Alpine,18,83.91
13,2016,Circuit of the Americas,Alfa Romeo,3,76.41
14,2016,Circuit of the Americas,Alfa Romeo,4,76.91
15,2016,Circuit of the Americas,Haas,8,78.91
16,2016,Circuit of the Americas,Haas,12,80.91
17,2016,Circuit of the Americas,AlphaTauri,1,75.41
18,2016,Circuit of the Americas,AlphaTauri,19,84.41
19,2016,Circuit of the Americas,Williams,2,75.91
20,2016,Circuit of the Americas,Williams,22,85.91
21,2016,Circuit of the Americas,AlphaTauri,9,79.41
22,2016,Circuit of the Americas,Haas,16,82.91
1,2016,Shanghai,Mercedes,1,65.7
2,2016,Shanghai,Mercedes,19,74.7
3,2016,Shanghai,Red Bull,20,75.2
4,2016,Shanghai,Red Bull,22,76.2
5,2016,Shanghai,Ferrari,3,66.7
6,2016,Shanghai,Ferrari,2,66.2
7,2016,Shanghai,Aston Martin,8,69.2
8,2016,Shanghai,Aston Martin,14,72.2
9,2016,Shanghai,McLaren,12,71.2
10,2016,Shanghai,McLaren,10,70.2
11,2016,Shanghai,Alpine,7,68.7
12,2016,Shanghai,Alpine,11,70.7
13,2016,Shanghai,Alfa Romeo,5,67.7
14,2016,Shanghai,Alfa Romeo,4,67.2
15,2016,Shanghai,Haas,16,73.2
16,2016,Shanghai,Haas,21,75.7
17,2016,Shanghai,AlphaTauri,6,68.2
18,2016,Shanghai,AlphaTauri,13,71.7
19,2016,Shanghai,Williams,17,73.7
20,2016,Shanghai,Williams,9,69.7
21,2016,Shanghai,AlphaTauri,18,74.2
22,2016,Shanghai,Haas,15,72.7
1,2016,Sochi,Mercedes,2,62.38
2,2016,Sochi,Mercedes,8,65.38
3,2016,Sochi,Red Bull,1,61.88
4,2016,Sochi,Red Bull,14,68.38
5,2016,Sochi,Ferrari,9,65.88
6,2016,Sochi,Ferrari,6,64.38
7,2016,Sochi,Aston Martin,21,71.88
8,2016,Sochi,Aston Martin,16,69.38
9,2016,Sochi,McLaren,10,66.38
10,2016,Sochi,McLaren,3,62.88
11,2016,Sochi,Alpine,4,63.38
12,2016,Sochi,Alpine,22,72.38
13,2016,Sochi,Alfa Romeo,12,67.38
14,2016,Sochi,Alfa Romeo,18,70.38
15,2016,Sochi,Haas,19,70.88
16,2016,Sochi,Haas,5,63.88
17,2016,Sochi,AlphaTauri,15,68.88
18,2016,Sochi,AlphaTauri,20,71.38
19,2016,Sochi,Williams,17,69.88
20,2016,Sochi,Williams,11,66.88
21,2016,Sochi,AlphaTauri,7,64.88
22,2016,Sochi,Haas,13,67.88
1,2016,Sepang,Mercedes,20,76.41
2,2016,Sepang,Mercedes,10,71.41
3,2016,Sepang,Red Bull,18,75.41
4,2016,Sepang,Red Bull,19,75.91
5,2016,Sepang,Ferrari,6,69.41
6,2016,Sepang,Ferrari,16,74.41
7,2016,Sepang,Aston Martin,8,70.41
8,2016,Sepang,Aston Martin,12,72.41
9,2016,Sepang,McLaren,9,70.91
10,2016,Sepang,McLaren,1,66.91
11,2016,Sepang,Alpine,4,68.41
12,2016,Sepang,Alpine,13,72.91
13,2016,Sepang,Alfa Romeo,15,73.91
14,2016,Sepang,Alfa Romeo,7,69.91
15,2016,Sepang,Haas,5,68.91
16,2016,Sepang,Haas,14,73.41
17,2016,Sepang,AlphaTauri,21,76.91
18,2016,Sepang,AlphaTauri,22,77.41
19,2016,Sepang,Williams,2,67.41
20,2016,Sepang,Williams,11,71.91
21,2016,Sepang,AlphaTauri,17,74.91
22,2016,Sepang,Haas,3,67.91
1,2016,Istanbul Park,Mercedes,22,79.68
2,2016,Istanbul Park,Mercedes,17,77.18
3,2016,Istanbul Park,Red Bull,9,73.18
4,2016,Istanbul Park,Red Bull,19,78.18
5,2016,Istanbul Park,Ferrari,10,73.68
6,2016,Istanbul Park,Ferrari,18,77.68
7,2016,Istanbul Park,Aston Martin,11,74.18
8,2016,Istanbul Park,Aston Martin,4,70.68
9,2016,Istanbul Park,McLaren,8,72.68
10,2016,Istanbul Park,McLaren,5,71.18
11,2016,Istanbul Park,Alpine,12,74.68
12,2016,Istanbul Park,Alpine,3,70.18
13,2016,Istanbul Park,Alfa Romeo,13,75.18
14,2016,Istanbul Park,Alfa Romeo,7,72.18
15,2016,Istanbul Park,Haas,20,78.68
16,2016,Istanbul Park,Haas,6,71.68
17,2016,Istanbul Park,AlphaTauri,16,76.68
18,2016,Istanbul Park,AlphaTauri,14,75.68
19,2016,Istanbul Park,Williams,21,79.18
20,2016,Istanbul Park,Williams,2,69.68
21,2016,Istanbul Park,AlphaTauri,1,69.18
22,2016,Istanbul Park,Haas,15,76.18
1,2016,Baku City Circuit,Mercedes,20,79.59
2,2016,Baku City Circuit,Mercedes,10,74.59
3,2016,Baku City Circuit,Red Bull,3,71.09
4,2016,Baku City Circuit,Red Bull,17,78.09
5,2016,Baku City Circuit,Ferrari,15,77.09
6,2016,Baku City Circuit,Ferrari,8,73.59
7,2016,Baku City Circuit,Aston Martin,11,75.09
8,2016,Baku City Circuit,Aston Martin,21,80.09
9,2016,Baku City Circuit,McLaren,2,70.59
10,2016,Baku City Circuit,McLaren,22,80.59
11,2016,Baku City Circuit,Alpine,13,76.09
12,2016,Baku City Circuit,Alpine,9,74.09
13,2016,Baku City Circuit,Alfa Romeo,6,72.59
14,2016,Baku City Circuit,Alfa Romeo,7,73.09
15,2016,Baku City Circuit,Haas,4,71.59
16,2016,Baku City Circuit,Haas,19,79.09
17,2016,Baku City Circuit,AlphaTauri,16,77.59
18,2016,Baku City Circuit,AlphaTauri,18,78.59
19,2016,Baku City Circuit,Williams,14,76.59
20,2016,Baku City Circuit,Williams,1,70.09
21,2016,Baku City Circuit,AlphaTauri,12,75.59
22,2016,Baku City Circuit,Haas,5,72.09
1,2016,Las Vegas Street Circuit,Mercedes,16,83.09
2,2016,Las Vegas Street Circuit,Mercedes,21,85.59
3,2016,Las Vegas Street Circuit,Red Bull,2,76.09
4,2016,Las Vegas Street Circuit,Red Bull,14,82.09
5,2016,Las Vegas Street Circuit,Ferrari,20,85.09
6,2016,Las Vegas Street Circuit,Ferrari,1,75.59
7,2016,Las Vegas Street Circuit,Aston Martin,17,83.59
8,2016,Las Vegas Street Circuit,Aston Martin,12,81.09
9,2016,Las Vegas Street Circuit,McLaren,11,80.59
10,2016,Las Vegas Street Circuit,McLaren,13,81.59
11,2016,Las Vegas Street Circuit,Alpine,3,76.59
12,2016,Las Vegas Street Circuit,Alpine,19,84.59
13,2016,Las Vegas Street Circuit,Alfa Romeo,10,80.09
14,2016,Las Vegas Street Circuit,Alfa Romeo,18,84.09
15,2016,Las Vegas Street Circuit,Haas,8,79.09
16,2016,Las Vegas Street Circuit,Haas,9,79.59
17,2016,Las Vegas Street Circuit,AlphaTauri,4,77.09
18,2016,Las Vegas Street Circuit,AlphaTauri,22,86.09
19,2016,Las Vegas Street Circuit,Williams,7,78.59
20,2016,Las Vegas Street Circuit,Williams,5,77.59
21,2016,Las Vegas Street Circuit,AlphaTauri,6,78.09
22,2016,Las Vegas Street Circuit,Haas,15,82.59
1,2016,Miami International,Mercedes,11,70.88
2,2016,Miami International,Mercedes,7,68.88
3,2016,Miami International,Red Bull,3,66.88
4,2016,Miami International,Red Bull,4,67.38
5,2016,Miami International,Ferrari,12,71.38
6,2016,Miami International,Ferrari,15,72.88
7,2016,Miami International,Aston Martin,22,76.38
8,2016,Miami International,Aston Martin,5,67.88
9,2016,Miami International,McLaren,2,66.38
10,2016,Miami International,McLaren,8,69.38
11,2016,Miami International,Alpine,1,65.88
12,2016,Miami International,Alpine,14,72.38
13,2016,Miami International,Alfa Romeo,16,73.38
14,2016,Miami International,Alfa Romeo,20,75.38
15,2016,Miami International,Haas,18,74.38
16,2016,Miami International,Haas,6,68.38
17,2016,Miami International,AlphaTauri,21,75.88
18,2016,Miami International,AlphaTauri,9,69.88
19,2016,Miami International,Williams,19,74.88
20,2016,Miami International,Williams,17,73.88
21,2016,Miami International,AlphaTauri,10,70.38
22,2016,Miami International,Haas,13,71.88
1,2017,Monza,Mercedes,5,67.15
2,2017,Monza,Mercedes,16,72.65
3,2017,Monza,Red Bull,6,67.65
4,2017,Monza,Red Bull,11,70.15
5,2017,Monza,Ferrari,21,75.15
6,2017,Monza,Ferrari,13,71.15
7,2017,Monza,Aston Martin,3,66.15
8,2017,Monza,Aston Martin,19,74.15
9,2017,Monza,McLaren,9,69.15
10,2017,Monza,McLaren,22,75.65
11,2017,Monza,Alpine,1,65.15
12,2017,Monza,Alpine,8,68.65
13,2017,Monza,Alfa Romeo,20,74.65
14,2017,Monza,Alfa Romeo,10,69.65
15,2017,Monza,Haas,18,73.65
16,2017,Monza,Haas,2,65.65
17,2017,Monza,AlphaTauri,4,66.65
18,2017,Monza,AlphaTauri,12,70.65
19,2017,Monza,Williams,15,72.15
20,2017,Monza,Williams,7,68.15
21,2017,Monza,AlphaTauri,17,73.15
22,2017,Monza,Haas,14,71.65
1,2017,Silverstone,Mercedes,2,69.62
2,2017,Silverstone,Mercedes,12,74.62
3,2017,Silverstone,Red Bull,18,77.62
4,2017,Silverstone,Red Bull,4,70.62
5,2017,Silverstone,Ferrari,22,79.62
6,2017,Silverstone,Ferrari,10,73.62
7,2017,Silverstone,Aston Martin,16,76.62
8,2017,Silverstone,Aston Martin,7,72.12
9,2017,Silverstone,McLaren,20,78.62
10,2017,Silverstone,McLaren,14,75.62
11,2017,Silverstone,Alpine,6,71.62
12,2017,Silverstone,Alpine,5,71.12
13,2017,Silverstone,Alfa Romeo,1,69.12
14,2017,Silverstone,Alfa Romeo,21,79.12
15,2017,Silverstone,Haas,9,73.12
16,2017,Silverstone,Haas,15,76.12
17,2017,Silverstone,AlphaTauri,19,78.12
18,2017,Silverstone,AlphaTauri,3,70.12
19,2017,Silverstone,Williams,13,75.12
20,2017,Silverstone,Williams,8,72.62
21,2017,Silverstone,AlphaTauri,11,74.12
22,2017,Silverstone,Haas,17,77.12
1,2017,Spa-Francorchamps,Mercedes,11,71.41
2,2017,Spa-Francorchamps,Mercedes,17,74.41
3,2017,Spa-Francorchamps,Red Bull,21,76.41
4,2017,Spa-Francorchamps,Red Bull,7,69.41
5,2017,Spa-Francorchamps,Ferrari,10,70.91
6,2017,Spa-Francorchamps,Ferrari,8,69.91
7,2017,Spa-Francorchamps,Aston Martin,4,67.91
8,2017,Spa-Francorchamps,Aston Martin,14,72.91
9,2017,Spa-Francorchamps,McLaren,3,67.41
10,2017,Spa-Francorchamps,McLaren,16,73.91
11,2017,Spa-Francorchamps,Alpine,22,76.91
12,2017,Spa-Francorchamps,Alpine,2,66.91
13,2017,Spa-Francorchamps,Alfa Romeo,15,73.41
14,2017,Spa-Francorchamps,Alfa Romeo,1,66.41
15,2017,Spa-Francorchamps,Haas,5,68.41
16,2017,Spa-Francorchamps,Haas,20,75.91
17,2017,Spa-Francorchamps,AlphaTauri,12,71.91
18,2017,Spa-Francorchamps,AlphaTauri,6,68.91
19,2017,Spa-Francorchamps,Williams,18,74.91
20,2017,Spa-Francorchamps,Williams,13,72.41
21,2017,Spa-Francorchamps,AlphaTauri,19,75.41
22,2017,Spa-Francorchamps,Haas,9,70.41
1,2017,Suzuka,Mercedes,18,73.09
2,2017,Suzuka,Mercedes,12,70.09
3,2017,Suzuka,Red Bull,22,75.09
4,2017,Suzuka,Red Bull,16,72.09
5,2017,Suzuka,Ferrari,10,69.09
6,2017,Suzuka,Ferrari,17,72.59
7,2017,Suzuka,Aston Martin,20,74.09
8,2017,Suzuka,Aston Martin,14,71.09
9,2017,Suzuka,McLaren,13,70.59
10,2017,Suzuka,McLaren,1,64.59
11,2017,Suzuka,Alpine,3,65.59
12,2017,Suzuka,Alpine,11,69.59
13,2017,Suzuka,Alfa Romeo,15,71.59
14,2017,Suzuka,Alfa Romeo,9,68.59
15,2017,Suzuka,Haas,7,67.59
16,2017,Suzuka,Haas,2,65.09
17,2017,Suzuka,AlphaTauri,19,73.59
18,2017,Suzuka,AlphaTauri,5,66.59
19,2017,Suzuka,Williams,4,66.09
20,2017,Suzuka,Williams,6,67.09
21,2017,Suzuka,AlphaTauri,21,74.59
22,2017,Suzuka,Haas,8,68.09
1,2017,Monaco,Mercedes,4,70.47
2,2017,Monaco,Mercedes,12,74.47
3,2017,Monaco,Red Bull,14,75.47
4,2017,Monaco,Red Bull,6,71.47
5,2017,Monaco,Ferrari,15,75.97
6,2017,Monaco,Ferrari,1,68.97
7,2017,Monaco,Aston Martin,19,77.97
8,2017,Monaco,Aston Martin,13,74.97
9,2017,Monaco,McLaren,21,78.97
10,2017,Monaco,McLaren,9,72.97
11,2017,Monaco,Alpine,22,79.47
12,2017,Monaco,Alpine,10,73.47
13,2017,Monaco,Alfa Romeo,3,69.97
14,2017,Monaco,Alfa Romeo,16,76.47
15,2017,Monaco,Haas,2,69.47
16,2017,Monaco,Haas,20,78.47
17,2017,Monaco,AlphaTauri,17,76.97
18,2017,Monaco,AlphaTauri,7,71.97
19,2017,Monaco,Williams,5,70.97
20,2017,Monaco,Williams,11,73.97
21,2017,Monaco,AlphaTauri,18,77.47
22,2017,Monaco,Haas,8,72.47
1,2017,Circuit de Catalunya,Mercedes,2,74.57
2,2017,Circuit de Catalunya,Mercedes,11,79.07
3,2017,Circuit de Catalunya,Red Bull,10,78.57
4,2017,Circuit de Catalunya,Red Bull,15,81.07
5,2017,Circuit de Catalunya,Ferrari,1,74.07
6,2017,Circuit de Catalunya,Ferrari,13,80.07
7,2017,Circuit de Catalunya,Aston Martin,21,84.07
8,2017,Circuit de Catalunya,Aston Martin,20,83.57
9,2017,Circuit de Catalunya,McLaren,4,75.57
10,2017,Circuit de Catalunya,McLaren,9,78.07
11,2017,Circuit de Catalunya,Alpine,18,82.57
12,2017,Circuit de Catalunya,Alpine,17,82.07
13,2017,Circuit de Catalunya,Alfa Romeo,6,76.57
14,2017,Circuit de Catalunya,Alfa Romeo,22,84.57
15,2017,Circuit de Catalunya,Haas,8,77.57
16,2017,Circuit de Catalunya,Haas,7,77.07
17,2017,Circuit de Catalunya,AlphaTauri,3,75.07
18,2017,Circuit de Catalunya,AlphaTauri,12,79.57
19,2017,Circuit de Catalunya,Williams,5,76.07
20,2017,Circuit de Catalunya,Williams,16,81.57
21,2017,Circuit de Catalunya,AlphaTauri,19,83.07
22,2017,Circuit de Catalunya,Haas,14,80.57
1,2017,Hungaroring,Mercedes,18,71.94
2,2017,Hungaroring,Mercedes,13,69.44
3,2017,Hungaroring,Red Bull,1,63.44
4,2017,Hungaroring,Red Bull,19,72.44
5,2017,Hungaroring,Ferrari,8,66.94
6,2017,Hungaroring,Ferrari,7,66.44
7,2017,Hungaroring,Aston Martin,4,64.94
8,2017,Hungaroring,Aston Martin,22,73.94
9,2017,Hungaroring,McLaren,9,67.44
10,2017,Hungaroring,McLaren,17,71.44
11,2017,Hungaroring,Alpine,15,70.44
12,2017,Hungaroring,Alpine,3,64.44
13,2017,Hungaroring,Alfa Romeo,16,70.94
14,2017,Hungaroring,Alfa Romeo,2,63.94
15,2017,Hungaroring,Haas,5,65.44
16,2017,Hungaroring,Haas,20,72.94
17,2017,Hungaroring,AlphaTauri,12,68.94
18,2017,Hungaroring,AlphaTauri,10,67.94
19,2017,Hungaroring,Williams,21,73.44
20,2017,Hungaroring,Williams,11,68.44
21,2017,Hungaroring,AlphaTauri,6,65.94
22,2017,Hungaroring,Haas,14,69.94
1,2017,Interlagos,Mercedes,14,67.32
2,2017,Interlagos,Mercedes,3,61.82
3,2017,Interlagos,Red Bull,17,68.82
4,2017,Interlagos,Red Bull,9,64.82
5,2017,Interlagos,Ferrari,10,65.32
6,2017,Interlagos,Ferrari,12,66.32
7,2017,Interlagos,Aston Martin,13,66.82
8,2017,Interlagos,Aston Martin,20,70.32
9,2017,Interlagos,McLaren,7,63.82
10,2017,Interlagos,McLaren,19,69.82
11,2017,Interlagos,Alpine,6,63.32
12,2017,Interlagos,Alpine,16,68.32
13,2017,Interlagos,Alfa Romeo,15,67.82
14,2017,Interlagos,Alfa Romeo,2,61.32
15,2017,Interlagos,Haas,4,62.32
16,2017,Interlagos,Haas,18,69.32
17,2017,Interlagos,AlphaTauri,21,70.82
18,2017,Interlagos,AlphaTauri,8,64.32
19,2017,Interlagos,Williams,22,71.32
20,2017,Interlagos,Williams,11,65.82
21,2017,Interlagos,AlphaTauri,1,60.82
22,2017,Interlagos,Haas,5,62.82
1,2017,Bahrain International Circuit,Mercedes,18,77.8
2,2017,Bahrain International Circuit,Mercedes,21,79.3
3,2017,Bahrain International Circuit,Red Bull,19,78.3
4,2017,Bahrain International Circuit,Red Bull,15,76.3
5,2017,Bahrain International Circuit,Ferrari,20,78.8
6,2017,Bahrain International Circuit,Ferrari,14,75.8
7,2017,Bahrain International Circuit,Aston Martin,17,77.3
8,2017,Bahrain International Circuit,Aston Martin,11,74.3
9,2017,Bahrain International Circuit,McLaren,6,71.8
10,2017,Bahrain International Circuit,McLaren,3,70.3
11,2017,Bahrain International Circuit,Alpine,5,71.3
12,2017,Bahrain International Circuit,Alpine,9,73.3
13,2017,Bahrain International Circuit,Alfa Romeo,2,69.8
14,2017,Bahrain International Circuit,Alfa Romeo,8,72.8
15,2017,Bahrain International Circuit,Haas,12,74.8
16,2017,Bahrain International Circuit,Haas,1,69.3
17,2017,Bahrain International Circuit,AlphaTauri,4,70.8
18,2017,Bahrain International Circuit,AlphaTauri,13,75.3
19,2017,Bahrain International Circuit,Williams,16,76.8
20,2017,Bahrain International Circuit,Williams,10,73.8
21,2017,Bahrain International Circuit,AlphaTauri,7,72.3
22,2017,Bahrain International Circuit,Haas,22,79.8
1,2017,Yas Marina,Mercedes,12,79.49
2,2017,Yas Marina,Mercedes,1,73.99
3,2017,Yas Marina,Red Bull,17,81.99
4,2017,Yas Marina,Red Bull,4,75.49
5,2017,Yas Marina,Ferrari,8,77.49
6,2017,Yas Marina,Ferrari,10,78.49
7,2017,Yas Marina,Aston Martin,15,80.99
8,2017,Yas Marina,Aston Martin,18,82.49
9,2017,Yas Marina,McLaren,16,81.49
10,2017,Yas Marina,McLaren,14,80.49
11,2017,Yas Marina,Alpine,5,75.99
12,2017,Yas Marina,Alpine,19,82.99
13,2017,Yas Marina,Alfa Romeo,22,84.49
14,2017,Yas Marina,Alfa Romeo,6,76.49
15,2017,Yas Marina,Haas,21,83.99
16,2017,Yas Marina,Haas,13,79.99
17,2017,Yas Marina,AlphaTauri,2,74.49
18,2017,Yas Marina,AlphaTauri,9,77.99
19,2017,Yas Marina,Williams,7,76.99
20,2017,Yas Marina,Williams,20,83.49
21,2017,Yas Marina,AlphaTauri,3,74.99
22,2017,Yas Marina,Haas,11,78.99
1,2017,Red Bull Ring,Mercedes,17,73.1
2,2017,Red Bull Ring,Mercedes,21,75.1
3,2017,Red Bull Ring,Red Bull,6,67.6
4,2017,Red Bull Ring,Red Bull,2,65.6
5,2017,Red Bull Ring,Ferrari,10,69.6
6,2017,Red Bull Ring,Ferrari,7,68.1
7,2017,Red Bull Ring,Aston Martin,18,73.6
8,2017,Red Bull Ring,Aston Martin,20,74.6
9,2017,Red Bull Ring,McLaren,16,72.6
10,2017,Red Bull Ring,McLaren,1,65.1
11,2017,Red Bull Ring,Alpine,22,75.6
12,2017,Red Bull Ring,Alpine,14,71.6
13,2017,Red Bull Ring,Alfa Romeo,15,72.1
14,2017,Red Bull Ring,Alfa Romeo,12,70.6
15,2017,Red Bull Ring,Haas,9,69.1
16,2017,Red Bull Ring,Haas,5,67.1
17,2017,Red Bull Ring,AlphaTauri,3,66.1
18,2017,Red Bull Ring,AlphaTauri,19,74.1
19,2017,Red Bull Ring,Williams,13,71.1
20,2017,Red Bull Ring,Williams,11,70.1
21,2017,Red Bull Ring,AlphaTauri,4,66.6
22,2017,Red Bull Ring,Haas,8,68.6
1,2017,Zandvoort,Mercedes,1,60.01
2,2017,Zandvoort,Mercedes,12,65.51
3,2017,Zandvoort,Red Bull,20,69.51
4,2017,Zandvoort,Red Bull,17,68.01
5,2017,Zandvoort,Ferrari,15,67.01
6,2017,Zandvoort,Ferrari,21,70.01
7,2017,Zandvoort,Aston Martin,18,68.51
8,2017,Zandvoort,Aston Martin,22,70.51
9,2017,Zandvoort,McLaren,6,62.51
10,2017,Zandvoort,McLaren,16,67.51
11,2017,Zandvoort,Alpine,2,60.51
12,2017,Zandvoort,Alpine,14,66.51
13,2017,Zandvoort,Alfa Romeo,19,69.01
14,2017,Zandvoort,Alfa Romeo,8,63.51
15,2017,Zandvoort,Haas,4,61.51
16,2017,Zandvoort,Haas,3,61.01
17,2017,Zandvoort,AlphaTauri,7,63.01
18,2017,Zandvoort,AlphaTauri,9,64.01
19,2017,Zandvoort,Williams,10,64.51
20,2017,Zandvoort,Williams,5,62.01
21,2017,Zandvoort,AlphaTauri,11,65.01
22,2017,Zandvoort,Haas,13,66.01
1,2017,Imola,Mercedes,6,74.45
2,2017,Imola,Mercedes,15,78.95
3,2017,Imola,Red Bull,20,81.45
4,2017,Imola,Red Bull,13,77.95
5,2017,Imola,Ferrari,12,77.45
6,2017,Imola,Ferrari,1,71.95
7,2017,Imola,Aston Martin,22,82.45
8,2017,Imola,Aston Martin,4,73.45
9,2017,Imola,McLaren,19,80.95
10,2017,Imola,McLaren,14,78.45
11,2017,Imola,Alpine,17,79.95
12,2017,Imola,Alpine,7,74.95
13,2017,Imola,Alfa Romeo,2,72.45
14,2017,Imola,Alfa Romeo,10,76.45
15,2017,Imola,Haas,16,79.45
16,2017,Imola,Haas,8,75.45
17,2017,Imola,AlphaTauri,9,75.95
18,2017,Imola,AlphaTauri,11,76.95
19,2017,Imola,Williams,21,81.95
20,2017,Imola,Williams,3,72.95
21,2017,Imola,AlphaTauri,18,80.45
22,2017,Imola,Haas,5,73.95
1,2017,Hockenheim,Mercedes,18,72.5
2,2017,Hockenheim,Mercedes,12,69.5
3,2017,Hockenheim,Red Bull,14,70.5
4,2017,Hockenheim,Red Bull,5,66.0
5,2017,Hockenheim,Ferrari,1,64.0
